33,Jogging,49105962326000,-0.6946377,12.680544,0.50395286
33,Jogging,49106062271000,5.012288,11.264028,0.95342433
33,Jogging,49106112167000,4.903325,10.882658,-0.08172209
33,Jogging,49106222305000,-0.61291564,18.496431,3.0237172
33,Jogging,49106332290000,-1.1849703,12.108489,7.205164
33,Jogging,49106442306000,1.3756552,-2.4925237,-6.510526
33,Jogging,49106542312000,-0.61291564,10.56939,5.706926
33,Jogging,49106652389000,-0.50395286,13.947236,7.0553403
33,Jogging,49106762313000,-8.430995,11.413852,5.134871
33,Jogging,49106872299000,0.95342433,1.3756552,1.6480621
33,Jogging,49106982315000,-8.19945,19.57244,2.7240696
33,Walking,49395742294000,1.7570249,11.032481,-0.6537767
33,Walking,49395852340000,2.982856,12.14935,-1.3075534
33,Walking,49395962295000,-0.8036005,12.721405,-1.2666923
33,Walking,49396072311000,0.19068487,6.932757,0.53119355
33,Walking,49396172287000,-0.3405087,6.3198414,0.50395286
33,Walking,49396282333000,0.46309182,8.894087,5.7886477
33,Walking,49396382309000,0.08172209,7.246025,5.8976107
33,Walking,49396492294000,-0.7627395,4.6036777,-2.6423476
33,Walking,49396592239000,-1.607201,7.5456724,1.0351465
33,Walking,49396692276000,1.4573772,8.771504,-0.46309182
33,Walking,49396802292000,1.0351465,10.038197,-0.8036005
33,Walking,49396912338000,2.8738933,15.050485,0.6537767
33,Walking,49397012253000,-3.9499009,13.633968,-2.3018389
33,Walking,49397122299000,4.372132,7.4639506,-0.10896278
33,Walking,49403532303000,3.636633,7.8861814,-0.46309182
33,Walking,49403642318000,-0.7627395,0.46309182,-2.3699405
33,Walking,49403752304000,1.4982382,17.815414,15.6634
33,Walking,49403862289000,-3.8273177,15.5135765,-0.9942854
33,Walking,49403972305000,0.08172209,9.915613,0.6537767
33,Walking,49404082596000,-0.46309182,9.575105,0.46309182
33,Walking,49404142288000,2.0294318,9.956474,0.61291564
33,Walking,49404252304000,2.7649305,14.818938,1.2258313
33,Upstairs,49563452316000,0.92618364,11.686258,1.6480621
33,Upstairs,49563502365000,-0.42223078,10.760075,1.1441092
33,Upstairs,49563602279000,0.3405087,6.6331096,0.95342433
